,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
3467,3467,2013,E,Construction,f_50-99,Salaries and wages paid,546,DOLLARS(millions),3467.0,2014.03,Total economy (excl rest of the world),800.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,28064
3468,3468,2013,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2869,DOLLARS(millions),3468.0,2014.03,Total economy (excl rest of the world),800.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,147902
3469,3469,2013,E,Construction,f_50-99,Total income,2886,DOLLARS(millions),3469.0,2014.03,Total economy (excl rest of the world),800.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,730031
3470,3470,2013,E,Construction,f_50-99,Total expenditure,2786,DOLLARS(millions),3470.0,2014.03,Total economy (excl rest of the world),800.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,781518
3471,3471,2013,E,Construction,f_50-99,Operating profit before tax,103,DOLLARS(millions),3471.0,2014.03,Total economy (excl rest of the world),800.0,Closing balance net worth,LE00000,B900000,1355954
3472,3472,2013,E,Construction,f_50-99,Total assets,1606,DOLLARS(millions),3472.0,2014.03,Total economy (excl rest of the world),800.0,Closing balance total liabilities and net worth,LE00000,L000000,3770135
3473,3473,2013,E,Construction,f_50-99,Fixed tangible assets,344,DOLLARS(millions),3473.0,2014.03,Total all sectors,900.0,Closing balance total assets,LE00000,A000000,4108180
3474,3474,2013,E,Construction,g_100-199,Activity unit,57,COUNT,3474.0,2014.03,Total all sectors,900.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,2596631
3475,3475,2013,E,Construction,g_100-199,Rolling mean employees,8004,COUNT,3475.0,2014.03,Total all sectors,900.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,2969
3476,3476,2013,E,Construction,g_100-199,Salaries and wages paid,537,DOLLARS(millions),3476.0,2014.03,Total all sectors,900.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,281457
3477,3477,2013,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",2316,DOLLARS(millions),3477.0,2014.03,Total all sectors,900.0,Financial assets Closing balance debt securities,LE00000,AFA0300,312709
3478,3478,2013,E,Construction,g_100-199,Total income,2330,DOLLARS(millions),3478.0,2014.03,Total all sectors,900.0,Financial assets Closing balance loans,LE00000,AFA0400,639613
3479,3479,2013,E,Construction,g_100-199,Total expenditure,2213,DOLLARS(millions),3479.0,2014.03,Total all sectors,900.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1052777
3480,3480,2013,E,Construction,g_100-199,Operating profit before tax,123,DOLLARS(millions),3480.0,2014.03,Total all sectors,900.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,100567
3481,3481,2013,E,Construction,g_100-199,Total assets,1316,DOLLARS(millions),3481.0,2014.03,Total all sectors,900.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,44256
3482,3482,2013,E,Construction,g_100-199,Fixed tangible assets,581,DOLLARS(millions),3482.0,2014.03,Total all sectors,900.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,162283
3483,3483,2013,E,Construction,h_200+,Activity unit,36,COUNT,3483.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,2596631
3484,3484,2013,E,Construction,h_200+,Rolling mean employees,23250,COUNT,3484.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,2969
3485,3485,2013,E,Construction,h_200+,Salaries and wages paid,1536,DOLLARS(millions),3485.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,281457
3486,3486,2013,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6037,DOLLARS(millions),3486.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,312709
3487,3487,2013,E,Construction,h_200+,Total income,6112,DOLLARS(millions),3487.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance loans,LE00000,AFL0400,639613
3488,3488,2013,E,Construction,h_200+,Total expenditure,5900,DOLLARS(millions),3488.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1052777
3489,3489,2013,E,Construction,h_200+,Operating profit before tax,194,DOLLARS(millions),3489.0,2014.03,Total all sectors,900.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,100567
3490,3490,2013,E,Construction,h_200+,Total assets,3500,DOLLARS(millions),3490.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,44256
3491,3491,2013,E,Construction,h_200+,Fixed tangible assets,603,DOLLARS(millions),3491.0,2014.03,Total all sectors,900.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,162283
3492,3492,2013,E,Construction,i_Industry_Total,Activity unit,49821,COUNT,3492.0,2014.03,Total all sectors,900.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,730031
3493,3493,2013,E,Construction,i_Industry_Total,Rolling mean employees,121815,COUNT,3493.0,2014.03,Total all sectors,900.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,781518
3494,3494,2013,E,Construction,i_Industry_Total,Salaries and wages paid,7712,DOLLARS(millions),3494.0,2014.03,Total all sectors,900.0,Closing balance net worth,LE00000,B900000,1511549
3495,3495,2013,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",36542,DOLLARS(millions),3495.0,2014.03,Total all sectors,900.0,Closing balance total liabilities and net worth,LE00000,L000000,4108180
3496,3496,2013,E,Construction,i_Industry_Total,Total income,36877,DOLLARS(millions),3496.0,2015.03,Non-corporate business enterprises,121.0,Closing balance total assets,LE00000,A000000,449341
3497,3497,2013,E,Construction,i_Industry_Total,Total expenditure,34776,DOLLARS(millions),3497.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,122490
3498,3498,2013,E,Construction,i_Industry_Total,Operating profit before tax,2204,DOLLARS(millions),3498.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3499,3499,2013,E,Construction,i_Industry_Total,Total assets,22315,DOLLARS(millions),3499.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,17837
3500,3500,2013,E,Construction,i_Industry_Total,Fixed tangible assets,5847,DOLLARS(millions),3500.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance debt securities,LE00000,AFA0300,6360
3501,3501,2013,F,Wholesale Trade,a_0,Activity unit,7698,COUNT,3501.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance loans,LE00000,AFA0400,31475
3502,3502,2013,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT,3502.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,62665
3503,3503,2013,F,Wholesale Trade,a_0,Salaries and wages paid,234,DOLLARS(millions),3503.0,2015.03,Non-corporate business enterprises,121.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,1342
3504,3504,2013,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6130,DOLLARS(millions),3504.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,10
3505,3505,2013,F,Wholesale Trade,a_0,Total income,6188,DOLLARS(millions),3505.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2802
3506,3506,2013,F,Wholesale Trade,a_0,Total expenditure,5889,DOLLARS(millions),3506.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,449341
3507,3507,2013,F,Wholesale Trade,a_0,Operating profit before tax,270,DOLLARS(millions),3507.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3508,3508,2013,F,Wholesale Trade,a_0,Total assets,3053,DOLLARS(millions),3508.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
3509,3509,2013,F,Wholesale Trade,a_0,Fixed tangible assets,555,DOLLARS(millions),3509.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,874
3510,3510,2013,F,Wholesale Trade,b_1-5,Activity unit,6057,COUNT,3510.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance loans,LE00000,AFL0400,92253
3511,3511,2013,F,Wholesale Trade,b_1-5,Rolling mean employees,12879,COUNT,3511.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,353309
3512,3512,2013,F,Wholesale Trade,b_1-5,Salaries and wages paid,699,DOLLARS(millions),3512.0,2015.03,Non-corporate business enterprises,121.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3513,3513,2013,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",8279,DOLLARS(millions),3513.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,182
3514,3514,2013,F,Wholesale Trade,b_1-5,Total income,8356,DOLLARS(millions),3514.0,2015.03,Non-corporate business enterprises,121.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2723
3515,3515,2013,F,Wholesale Trade,b_1-5,Total expenditure,7981,DOLLARS(millions),3515.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,120964
3516,3516,2013,F,Wholesale Trade,b_1-5,Operating profit before tax,530,DOLLARS(millions),3516.0,2015.03,Non-corporate business enterprises,121.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,205887
3517,3517,2013,F,Wholesale Trade,b_1-5,Total assets,4116,DOLLARS(millions),3517.0,2015.03,Non-corporate business enterprises,121.0,Closing balance net worth,LE00000,B900000,0
3518,3518,2013,F,Wholesale Trade,b_1-5,Fixed tangible assets,467,DOLLARS(millions),3518.0,2015.03,Non-corporate business enterprises,121.0,Closing balance total liabilities and net worth,LE00000,L000000,449341
3519,3519,2013,F,Wholesale Trade,c_6-9,Activity unit,1281,COUNT,3519.0,2015.03,Corporate business enterprises,141.0,Closing balance total assets,LE00000,A000000,769737
3520,3520,2013,F,Wholesale Trade,c_6-9,Rolling mean employees,9087,COUNT,3520.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,278452
3521,3521,2013,F,Wholesale Trade,c_6-9,Salaries and wages paid,478,DOLLARS(millions),3521.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3522,3522,2013,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5239,DOLLARS(millions),3522.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,34654
3523,3523,2013,F,Wholesale Trade,c_6-9,Total income,5277,DOLLARS(millions),3523.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance debt securities,LE00000,AFA0300,3003
3524,3524,2013,F,Wholesale Trade,c_6-9,Total expenditure,5043,DOLLARS(millions),3524.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance loans,LE00000,AFA0400,40203
3525,3525,2013,F,Wholesale Trade,c_6-9,Operating profit before tax,272,DOLLARS(millions),3525.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,103443
3526,3526,2013,F,Wholesale Trade,c_6-9,Total assets,2336,DOLLARS(millions),3526.0,2015.03,Corporate business enterprises,141.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,9406
3527,3527,2013,F,Wholesale Trade,c_6-9,Fixed tangible assets,177,DOLLARS(millions),3527.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,5314
3528,3528,2013,F,Wholesale Trade,d_10-19,Activity unit,903,COUNT,3528.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,82429
3529,3529,2013,F,Wholesale Trade,d_10-19,Rolling mean employees,12297,COUNT,3529.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,781025
3530,3530,2013,F,Wholesale Trade,d_10-19,Salaries and wages paid,672,DOLLARS(millions),3530.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3531,3531,2013,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",6683,DOLLARS(millions),3531.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
3532,3532,2013,F,Wholesale Trade,d_10-19,Total income,6751,DOLLARS(millions),3532.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,31778
3533,3533,2013,F,Wholesale Trade,d_10-19,Total expenditure,6487,DOLLARS(millions),3533.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance loans,LE00000,AFL0400,205983
3534,3534,2013,F,Wholesale Trade,d_10-19,Operating profit before tax,299,DOLLARS(millions),3534.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,449646
3535,3535,2013,F,Wholesale Trade,d_10-19,Total assets,3142,DOLLARS(millions),3535.0,2015.03,Corporate business enterprises,141.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,846
3536,3536,2013,F,Wholesale Trade,d_10-19,Fixed tangible assets,187,DOLLARS(millions),3536.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,4147
3537,3537,2013,F,Wholesale Trade,e_20-49,Activity unit,564,COUNT,3537.0,2015.03,Corporate business enterprises,141.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,88626
3538,3538,2013,F,Wholesale Trade,e_20-49,Rolling mean employees,16869,COUNT,3538.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,280033
3539,3539,2013,F,Wholesale Trade,e_20-49,Salaries and wages paid,1024,DOLLARS(millions),3539.0,2015.03,Corporate business enterprises,141.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,211252
3540,3540,2013,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",11896,DOLLARS(millions),3540.0,2015.03,Corporate business enterprises,141.0,Closing balance net worth,LE00000,B900000,-11288
3541,3541,2013,F,Wholesale Trade,e_20-49,Total income,11985,DOLLARS(millions),3541.0,2015.03,Corporate business enterprises,141.0,Closing balance total liabilities and net worth,LE00000,L000000,769737
3542,3542,2013,F,Wholesale Trade,e_20-49,Total expenditure,11562,DOLLARS(millions),3542.0,2015.03,Central bank,211.0,Closing balance total assets,LE00000,A000000,28583
3543,3543,2013,F,Wholesale Trade,e_20-49,Operating profit before tax,527,DOLLARS(millions),3543.0,2015.03,Central bank,211.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,28514
3544,3544,2013,F,Wholesale Trade,e_20-49,Total assets,5767,DOLLARS(millions),3544.0,2015.03,Central bank,211.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3545,3545,2013,F,Wholesale Trade,e_20-49,Fixed tangible assets,537,DOLLARS(millions),3545.0,2015.03,Central bank,211.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,5419
3546,3546,2013,F,Wholesale Trade,f_50-99,Activity unit,219,COUNT,3546.0,2015.03,Central bank,211.0,Financial assets Closing balance debt securities,LE00000,AFA0300,19154
3547,3547,2013,F,Wholesale Trade,f_50-99,Rolling mean employees,14580,COUNT,3547.0,2015.03,Central bank,211.0,Financial assets Closing balance loans,LE00000,AFA0400,3230
3548,3548,2013,F,Wholesale Trade,f_50-99,Salaries and wages paid,868,DOLLARS(millions),3548.0,2015.03,Central bank,211.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,136
3549,3549,2013,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",9804,DOLLARS(millions),3549.0,2015.03,Central bank,211.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
3550,3550,2013,F,Wholesale Trade,f_50-99,Total income,9934,DOLLARS(millions),3550.0,2015.03,Central bank,211.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,574
3551,3551,2013,F,Wholesale Trade,f_50-99,Total expenditure,9667,DOLLARS(millions),3551.0,2015.03,Central bank,211.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1
3552,3552,2013,F,Wholesale Trade,f_50-99,Operating profit before tax,376,DOLLARS(millions),3552.0,2015.03,Central bank,211.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,28583
3553,3553,2013,F,Wholesale Trade,f_50-99,Total assets,5622,DOLLARS(millions),3553.0,2015.03,Central bank,211.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3554,3554,2013,F,Wholesale Trade,f_50-99,Fixed tangible assets,437,DOLLARS(millions),3554.0,2015.03,Central bank,211.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,21585
3555,3555,2013,F,Wholesale Trade,g_100-199,Activity unit,66,COUNT,3555.0,2015.03,Central bank,211.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,400
3556,3556,2013,F,Wholesale Trade,g_100-199,Rolling mean employees,8559,COUNT,3556.0,2015.03,Central bank,211.0,Financial liabilities Closing balance loans,LE00000,AFL0400,2901
3557,3557,2013,F,Wholesale Trade,g_100-199,Salaries and wages paid,552,DOLLARS(millions),3557.0,2015.03,Central bank,211.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2891
3558,3558,2013,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",8361,DOLLARS(millions),3558.0,2015.03,Central bank,211.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3559,3559,2013,F,Wholesale Trade,g_100-199,Total income,8555,DOLLARS(millions),3559.0,2015.03,Central bank,211.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,564
3560,3560,2013,F,Wholesale Trade,g_100-199,Total expenditure,8263,DOLLARS(millions),3560.0,2015.03,Central bank,211.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,242
3561,3561,2013,F,Wholesale Trade,g_100-199,Operating profit before tax,323,DOLLARS(millions),3561.0,2015.03,Central bank,211.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,52
3562,3562,2013,F,Wholesale Trade,g_100-199,Total assets,4945,DOLLARS(millions),3562.0,2015.03,Central bank,211.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,17
3563,3563,2013,F,Wholesale Trade,g_100-199,Fixed tangible assets,316,DOLLARS(millions),3563.0,2015.03,Central bank,211.0,Closing balance net worth,LE00000,B900000,0
3564,3564,2013,F,Wholesale Trade,h_200+,Activity unit,54,COUNT,3564.0,2015.03,Central bank,211.0,Closing balance total liabilities and net worth,LE00000,L000000,28583
3565,3565,2013,F,Wholesale Trade,h_200+,Rolling mean employees,24363,COUNT,3565.0,2015.03,Registered banks,221.0,Closing balance total assets,LE00000,A000000,448414
3566,3566,2013,F,Wholesale Trade,h_200+,Salaries and wages paid,1459,DOLLARS(millions),3566.0,2015.03,Registered banks,221.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,441208
3567,3567,2013,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",25805,DOLLARS(millions),3567.0,2015.03,Registered banks,221.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3568,3568,2013,F,Wholesale Trade,h_200+,Total income,25977,DOLLARS(millions),3568.0,2015.03,Registered banks,221.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,13783
3569,3569,2013,F,Wholesale Trade,h_200+,Total expenditure,25708,DOLLARS(millions),3569.0,2015.03,Registered banks,221.0,Financial assets Closing balance debt securities,LE00000,AFA0300,41832
3570,3570,2013,F,Wholesale Trade,h_200+,Operating profit before tax,471,DOLLARS(millions),3570.0,2015.03,Registered banks,221.0,Financial assets Closing balance loans,LE00000,AFA0400,360348
3571,3571,2013,F,Wholesale Trade,h_200+,Total assets,9286,DOLLARS(millions),3571.0,2015.03,Registered banks,221.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,161
3572,3572,2013,F,Wholesale Trade,h_200+,Fixed tangible assets,1216,DOLLARS(millions),3572.0,2015.03,Registered banks,221.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
3573,3573,2013,F,Wholesale Trade,i_Industry_Total,Activity unit,16839,COUNT,3573.0,2015.03,Registered banks,221.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,21054
3574,3574,2013,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,98631,COUNT,3574.0,2015.03,Registered banks,221.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4030
3575,3575,2013,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,5987,DOLLARS(millions),3575.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,464552
3576,3576,2013,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",82196,DOLLARS(millions),3576.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3577,3577,2013,F,Wholesale Trade,i_Industry_Total,Total income,83024,DOLLARS(millions),3577.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,269476
3578,3578,2013,F,Wholesale Trade,i_Industry_Total,Total expenditure,80599,DOLLARS(millions),3578.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,95485
3579,3579,2013,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3068,DOLLARS(millions),3579.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance loans,LE00000,AFL0400,25636
3580,3580,2013,F,Wholesale Trade,i_Industry_Total,Total assets,38266,DOLLARS(millions),3580.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,39808
3581,3581,2013,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,3892,DOLLARS(millions),3581.0,2015.03,Registered banks,221.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3582,3582,2013,G,Retail Trade,a_0,Activity unit,10923,COUNT,3582.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,28029
3583,3583,2013,G,Retail Trade,a_0,Rolling mean employees,0,COUNT,3583.0,2015.03,Registered banks,221.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,6118
3584,3584,2013,G,Retail Trade,a_0,Salaries and wages paid,195,DOLLARS(millions),3584.0,2015.03,Registered banks,221.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1954
3585,3585,2013,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2985,DOLLARS(millions),3585.0,2015.03,Registered banks,221.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,5252
3586,3586,2013,G,Retail Trade,a_0,Total income,3013,DOLLARS(millions),3586.0,2015.03,Registered banks,221.0,Closing balance net worth,LE00000,B900000,-16138
3587,3587,2013,G,Retail Trade,a_0,Total expenditure,2800,DOLLARS(millions),3587.0,2015.03,Registered banks,221.0,Closing balance total liabilities and net worth,LE00000,L000000,448414
3588,3588,2013,G,Retail Trade,a_0,Operating profit before tax,180,DOLLARS(millions),3588.0,2015.03,Other depository institutions,222.0,Closing balance total assets,LE00000,A000000,3375
3589,3589,2013,G,Retail Trade,a_0,Total assets,2058,DOLLARS(millions),3589.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3215
3590,3590,2013,G,Retail Trade,a_0,Fixed tangible assets,675,DOLLARS(millions),3590.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3591,3591,2013,G,Retail Trade,b_1-5,Activity unit,10785,COUNT,3591.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11
3592,3592,2013,G,Retail Trade,b_1-5,Rolling mean employees,24135,COUNT,3592.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance debt securities,LE00000,AFA0300,..
3593,3593,2013,G,Retail Trade,b_1-5,Salaries and wages paid,792,DOLLARS(millions),3593.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance loans,LE00000,AFA0400,3204
3594,3594,2013,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",6990,DOLLARS(millions),3594.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
3595,3595,2013,G,Retail Trade,b_1-5,Total income,7036,DOLLARS(millions),3595.0,2015.03,Other depository institutions,222.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
3596,3596,2013,G,Retail Trade,b_1-5,Total expenditure,6760,DOLLARS(millions),3596.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
3597,3597,2013,G,Retail Trade,b_1-5,Operating profit before tax,311,DOLLARS(millions),3597.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
3598,3598,2013,G,Retail Trade,b_1-5,Total assets,3252,DOLLARS(millions),3598.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3375
3599,3599,2013,G,Retail Trade,b_1-5,Fixed tangible assets,661,DOLLARS(millions),3599.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3600,3600,2013,G,Retail Trade,c_6-9,Activity unit,1968,COUNT,3600.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3740
3601,3601,2013,G,Retail Trade,c_6-9,Rolling mean employees,14169,COUNT,3601.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
3602,3602,2013,G,Retail Trade,c_6-9,Salaries and wages paid,462,DOLLARS(millions),3602.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance loans,LE00000,AFL0400,..
3603,3603,2013,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",3734,DOLLARS(millions),3603.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-365
3604,3604,2013,G,Retail Trade,c_6-9,Total income,3757,DOLLARS(millions),3604.0,2015.03,Other depository institutions,222.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3605,3605,2013,G,Retail Trade,c_6-9,Total expenditure,3635,DOLLARS(millions),3605.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
