,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2706,2012,O,Public Administration and Safety,c_6-9,Operating profit before tax,5,DOLLARS(millions)
2707,2012,O,Public Administration and Safety,c_6-9,Total assets,18,DOLLARS(millions)
2708,2012,O,Public Administration and Safety,c_6-9,Fixed tangible assets,C,DOLLARS(millions)
2709,2012,O,Public Administration and Safety,d_10-19,Activity unit,69,COUNT
2710,2012,O,Public Administration and Safety,d_10-19,Rolling mean employees,924,COUNT
2711,2012,O,Public Administration and Safety,d_10-19,Salaries and wages paid,32,DOLLARS(millions)
2712,2012,O,Public Administration and Safety,d_10-19,"Sales, government funding, grants and subsidies",69,DOLLARS(millions)
2713,2012,O,Public Administration and Safety,d_10-19,Total income,69,DOLLARS(millions)
2714,2012,O,Public Administration and Safety,d_10-19,Total expenditure,63,DOLLARS(millions)
2715,2012,O,Public Administration and Safety,d_10-19,Operating profit before tax,6,DOLLARS(millions)
2716,2012,O,Public Administration and Safety,d_10-19,Total assets,30,DOLLARS(millions)
2717,2012,O,Public Administration and Safety,d_10-19,Fixed tangible assets,8,DOLLARS(millions)
2718,2012,O,Public Administration and Safety,e_20-49,Activity unit,45,COUNT
2719,2012,O,Public Administration and Safety,e_20-49,Rolling mean employees,1287,COUNT
2720,2012,O,Public Administration and Safety,e_20-49,Salaries and wages paid,33,DOLLARS(millions)
2721,2012,O,Public Administration and Safety,e_20-49,"Sales, government funding, grants and subsidies",73,DOLLARS(millions)
2722,2012,O,Public Administration and Safety,e_20-49,Total income,73,DOLLARS(millions)
2723,2012,O,Public Administration and Safety,e_20-49,Total expenditure,68,DOLLARS(millions)
2724,2012,O,Public Administration and Safety,e_20-49,Operating profit before tax,5,DOLLARS(millions)
2725,2012,O,Public Administration and Safety,e_20-49,Total assets,39,DOLLARS(millions)
2726,2012,O,Public Administration and Safety,e_20-49,Fixed tangible assets,12,DOLLARS(millions)
2727,2012,O,Public Administration and Safety,f_50-99,Activity unit,18,COUNT
2728,2012,O,Public Administration and Safety,f_50-99,Rolling mean employees,1215,COUNT
2729,2012,O,Public Administration and Safety,f_50-99,Salaries and wages paid,36,DOLLARS(millions)
2730,2012,O,Public Administration and Safety,f_50-99,"Sales, government funding, grants and subsidies",64,DOLLARS(millions)
2731,2012,O,Public Administration and Safety,f_50-99,Total income,64,DOLLARS(millions)
2732,2012,O,Public Administration and Safety,f_50-99,Total expenditure,62,DOLLARS(millions)
2733,2012,O,Public Administration and Safety,f_50-99,Operating profit before tax,C,DOLLARS(millions)
2734,2012,O,Public Administration and Safety,f_50-99,Total assets,27,DOLLARS(millions)
2735,2012,O,Public Administration and Safety,f_50-99,Fixed tangible assets,5,DOLLARS(millions)
2736,2012,O,Public Administration and Safety,g_100-199,Activity unit,3,COUNT
2737,2012,O,Public Administration and Safety,g_100-199,Rolling mean employees,729,COUNT
2738,2012,O,Public Administration and Safety,g_100-199,Salaries and wages paid,30,DOLLARS(millions)
2739,2012,O,Public Administration and Safety,g_100-199,"Sales, government funding, grants and subsidies",61,DOLLARS(millions)
2740,2012,O,Public Administration and Safety,g_100-199,Total income,61,DOLLARS(millions)
2741,2012,O,Public Administration and Safety,g_100-199,Total expenditure,53,DOLLARS(millions)
2742,2012,O,Public Administration and Safety,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2743,2012,O,Public Administration and Safety,g_100-199,Total assets,40,DOLLARS(millions)
2744,2012,O,Public Administration and Safety,g_100-199,Fixed tangible assets,C,DOLLARS(millions)
2745,2012,O,Public Administration and Safety,h_200+,Activity unit,9,COUNT
2746,2012,O,Public Administration and Safety,h_200+,Rolling mean employees,5478,COUNT
2747,2012,O,Public Administration and Safety,h_200+,Salaries and wages paid,191,DOLLARS(millions)
2748,2012,O,Public Administration and Safety,h_200+,"Sales, government funding, grants and subsidies",352,DOLLARS(millions)
2749,2012,O,Public Administration and Safety,h_200+,Total income,353,DOLLARS(millions)
2750,2012,O,Public Administration and Safety,h_200+,Total expenditure,345,DOLLARS(millions)
2751,2012,O,Public Administration and Safety,h_200+,Operating profit before tax,9,DOLLARS(millions)
2752,2012,O,Public Administration and Safety,h_200+,Total assets,422,DOLLARS(millions)
2753,2012,O,Public Administration and Safety,h_200+,Fixed tangible assets,55,DOLLARS(millions)
2754,2012,O,Public Administration and Safety,i_Industry_Total,Activity unit,1002,COUNT
2755,2012,O,Public Administration and Safety,i_Industry_Total,Rolling mean employees,10845,COUNT
2756,2012,O,Public Administration and Safety,i_Industry_Total,Salaries and wages paid,387,DOLLARS(millions)
2757,2012,O,Public Administration and Safety,i_Industry_Total,"Sales, government funding, grants and subsidies",825,DOLLARS(millions)
2758,2012,O,Public Administration and Safety,i_Industry_Total,Total income,827,DOLLARS(millions)
2759,2012,O,Public Administration and Safety,i_Industry_Total,Total expenditure,778,DOLLARS(millions)
2760,2012,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,51,DOLLARS(millions)
2761,2012,O,Public Administration and Safety,i_Industry_Total,Total assets,686,DOLLARS(millions)
2762,2012,O,Public Administration and Safety,i_Industry_Total,Fixed tangible assets,134,DOLLARS(millions)
2763,2012,P,Education and Training,a_0,Activity unit,1995,COUNT
2764,2012,P,Education and Training,a_0,Rolling mean employees,0,COUNT
2765,2012,P,Education and Training,a_0,Salaries and wages paid,59,DOLLARS(millions)
2766,2012,P,Education and Training,a_0,"Sales, government funding, grants and subsidies",249,DOLLARS(millions)
2767,2012,P,Education and Training,a_0,Total income,272,DOLLARS(millions)
2768,2012,P,Education and Training,a_0,Total expenditure,235,DOLLARS(millions)
2769,2012,P,Education and Training,a_0,Operating profit before tax,39,DOLLARS(millions)
2770,2012,P,Education and Training,a_0,Total assets,389,DOLLARS(millions)
2771,2012,P,Education and Training,a_0,Fixed tangible assets,185,DOLLARS(millions)
2772,2012,P,Education and Training,b_1-5,Activity unit,1584,COUNT
2773,2012,P,Education and Training,b_1-5,Rolling mean employees,3666,COUNT
2774,2012,P,Education and Training,b_1-5,Salaries and wages paid,122,DOLLARS(millions)
2775,2012,P,Education and Training,b_1-5,"Sales, government funding, grants and subsidies",298,DOLLARS(millions)
2776,2012,P,Education and Training,b_1-5,Total income,329,DOLLARS(millions)
2777,2012,P,Education and Training,b_1-5,Total expenditure,329,DOLLARS(millions)
2778,2012,P,Education and Training,b_1-5,Operating profit before tax,0,DOLLARS(millions)
2779,2012,P,Education and Training,b_1-5,Total assets,312,DOLLARS(millions)
2780,2012,P,Education and Training,b_1-5,Fixed tangible assets,140,DOLLARS(millions)
2781,2012,P,Education and Training,c_6-9,Activity unit,585,COUNT
2782,2012,P,Education and Training,c_6-9,Rolling mean employees,4416,COUNT
2783,2012,P,Education and Training,c_6-9,Salaries and wages paid,163,DOLLARS(millions)
2784,2012,P,Education and Training,c_6-9,"Sales, government funding, grants and subsidies",268,DOLLARS(millions)
2785,2012,P,Education and Training,c_6-9,Total income,293,DOLLARS(millions)
2786,2012,P,Education and Training,c_6-9,Total expenditure,292,DOLLARS(millions)
2787,2012,P,Education and Training,c_6-9,Operating profit before tax,0,DOLLARS(millions)
2788,2012,P,Education and Training,c_6-9,Total assets,219,DOLLARS(millions)
2789,2012,P,Education and Training,c_6-9,Fixed tangible assets,76,DOLLARS(millions)
2790,2012,P,Education and Training,d_10-19,Activity unit,573,COUNT
2791,2012,P,Education and Training,d_10-19,Rolling mean employees,7650,COUNT
2792,2012,P,Education and Training,d_10-19,Salaries and wages paid,243,DOLLARS(millions)
2793,2012,P,Education and Training,d_10-19,"Sales, government funding, grants and subsidies",398,DOLLARS(millions)
2794,2012,P,Education and Training,d_10-19,Total income,441,DOLLARS(millions)
2795,2012,P,Education and Training,d_10-19,Total expenditure,412,DOLLARS(millions)
2796,2012,P,Education and Training,d_10-19,Operating profit before tax,27,DOLLARS(millions)
2797,2012,P,Education and Training,d_10-19,Total assets,415,DOLLARS(millions)
2798,2012,P,Education and Training,d_10-19,Fixed tangible assets,208,DOLLARS(millions)
2799,2012,P,Education and Training,e_20-49,Activity unit,282,COUNT
2800,2012,P,Education and Training,e_20-49,Rolling mean employees,8334,COUNT
2801,2012,P,Education and Training,e_20-49,Salaries and wages paid,321,DOLLARS(millions)
2802,2012,P,Education and Training,e_20-49,"Sales, government funding, grants and subsidies",593,DOLLARS(millions)
2803,2012,P,Education and Training,e_20-49,Total income,643,DOLLARS(millions)
2804,2012,P,Education and Training,e_20-49,Total expenditure,634,DOLLARS(millions)
2805,2012,P,Education and Training,e_20-49,Operating profit before tax,16,DOLLARS(millions)
2806,2012,P,Education and Training,e_20-49,Total assets,542,DOLLARS(millions)
2807,2012,P,Education and Training,e_20-49,Fixed tangible assets,193,DOLLARS(millions)
2808,2012,P,Education and Training,f_50-99,Activity unit,66,COUNT
2809,2012,P,Education and Training,f_50-99,Rolling mean employees,4389,COUNT
2810,2012,P,Education and Training,f_50-99,Salaries and wages paid,182,DOLLARS(millions)
2811,2012,P,Education and Training,f_50-99,"Sales, government funding, grants and subsidies",393,DOLLARS(millions)
2812,2012,P,Education and Training,f_50-99,Total income,412,DOLLARS(millions)
2813,2012,P,Education and Training,f_50-99,Total expenditure,400,DOLLARS(millions)
2814,2012,P,Education and Training,f_50-99,Operating profit before tax,15,DOLLARS(millions)
2815,2012,P,Education and Training,f_50-99,Total assets,318,DOLLARS(millions)
2816,2012,P,Education and Training,f_50-99,Fixed tangible assets,132,DOLLARS(millions)
2817,2012,P,Education and Training,g_100-199,Activity unit,36,COUNT
2818,2012,P,Education and Training,g_100-199,Rolling mean employees,4791,COUNT
2819,2012,P,Education and Training,g_100-199,Salaries and wages paid,238,DOLLARS(millions)
2820,2012,P,Education and Training,g_100-199,"Sales, government funding, grants and subsidies",463,DOLLARS(millions)
2821,2012,P,Education and Training,g_100-199,Total income,477,DOLLARS(millions)
2822,2012,P,Education and Training,g_100-199,Total expenditure,446,DOLLARS(millions)
2823,2012,P,Education and Training,g_100-199,Operating profit before tax,36,DOLLARS(millions)
2824,2012,P,Education and Training,g_100-199,Total assets,1028,DOLLARS(millions)
2825,2012,P,Education and Training,g_100-199,Fixed tangible assets,331,DOLLARS(millions)
2826,2012,P,Education and Training,h_200+,Activity unit,12,COUNT
2827,2012,P,Education and Training,h_200+,Rolling mean employees,8055,COUNT
2828,2012,P,Education and Training,h_200+,Salaries and wages paid,277,DOLLARS(millions)
2829,2012,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",454,DOLLARS(millions)
2830,2012,P,Education and Training,h_200+,Total income,480,DOLLARS(millions)
2831,2012,P,Education and Training,h_200+,Total expenditure,447,DOLLARS(millions)
2832,2012,P,Education and Training,h_200+,Operating profit before tax,29,DOLLARS(millions)
2833,2012,P,Education and Training,h_200+,Total assets,714,DOLLARS(millions)
2834,2012,P,Education and Training,h_200+,Fixed tangible assets,544,DOLLARS(millions)
2835,2012,P,Education and Training,i_Industry_Total,Activity unit,5136,COUNT
2836,2012,P,Education and Training,i_Industry_Total,Rolling mean employees,41304,COUNT
2837,2012,P,Education and Training,i_Industry_Total,Salaries and wages paid,1605,DOLLARS(millions)
2838,2012,P,Education and Training,i_Industry_Total,"Sales, government funding, grants and subsidies",3117,DOLLARS(millions)
2839,2012,P,Education and Training,i_Industry_Total,Total income,3347,DOLLARS(millions)
2840,2012,P,Education and Training,i_Industry_Total,Total expenditure,3195,DOLLARS(millions)
2841,2012,P,Education and Training,i_Industry_Total,Operating profit before tax,164,DOLLARS(millions)
2842,2012,P,Education and Training,i_Industry_Total,Total assets,3938,DOLLARS(millions)
2843,2012,P,Education and Training,i_Industry_Total,Fixed tangible assets,1808,DOLLARS(millions)
2844,2012,Q,Health Care and Social Assistance,a_0,Activity unit,7986,COUNT
2845,2012,Q,Health Care and Social Assistance,a_0,Rolling mean employees,0,COUNT
2846,2012,Q,Health Care and Social Assistance,a_0,Salaries and wages paid,265,DOLLARS(millions)
2847,2012,Q,Health Care and Social Assistance,a_0,"Sales, government funding, grants and subsidies",1469,DOLLARS(millions)
2848,2012,Q,Health Care and Social Assistance,a_0,Total income,1540,DOLLARS(millions)
2849,2012,Q,Health Care and Social Assistance,a_0,Total expenditure,986,DOLLARS(millions)
2850,2012,Q,Health Care and Social Assistance,a_0,Operating profit before tax,575,DOLLARS(millions)
2851,2012,Q,Health Care and Social Assistance,a_0,Total assets,1287,DOLLARS(millions)
2852,2012,Q,Health Care and Social Assistance,a_0,Fixed tangible assets,412,DOLLARS(millions)
2853,2012,Q,Health Care and Social Assistance,b_1-5,Activity unit,5148,COUNT
2854,2012,Q,Health Care and Social Assistance,b_1-5,Rolling mean employees,11730,COUNT
2855,2012,Q,Health Care and Social Assistance,b_1-5,Salaries and wages paid,614,DOLLARS(millions)
2856,2012,Q,Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies",2022,DOLLARS(millions)
2857,2012,Q,Health Care and Social Assistance,b_1-5,Total income,2130,DOLLARS(millions)
2858,2012,Q,Health Care and Social Assistance,b_1-5,Total expenditure,1673,DOLLARS(millions)
2859,2012,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,490,DOLLARS(millions)
2860,2012,Q,Health Care and Social Assistance,b_1-5,Total assets,1387,DOLLARS(millions)
2861,2012,Q,Health Care and Social Assistance,b_1-5,Fixed tangible assets,413,DOLLARS(millions)
2862,2012,Q,Health Care and Social Assistance,c_6-9,Activity unit,1263,COUNT
2863,2012,Q,Health Care and Social Assistance,c_6-9,Rolling mean employees,9093,COUNT
2864,2012,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,368,DOLLARS(millions)
2865,2012,Q,Health Care and Social Assistance,c_6-9,"Sales, government funding, grants and subsidies",972,DOLLARS(millions)
2866,2012,Q,Health Care and Social Assistance,c_6-9,Total income,1020,DOLLARS(millions)
2867,2012,Q,Health Care and Social Assistance,c_6-9,Total expenditure,934,DOLLARS(millions)
2868,2012,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,90,DOLLARS(millions)
2869,2012,Q,Health Care and Social Assistance,c_6-9,Total assets,689,DOLLARS(millions)
2870,2012,Q,Health Care and Social Assistance,c_6-9,Fixed tangible assets,294,DOLLARS(millions)
2871,2012,Q,Health Care and Social Assistance,d_10-19,Activity unit,1125,COUNT
2872,2012,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,15570,COUNT
2873,2012,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,553,DOLLARS(millions)
2874,2012,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1303,DOLLARS(millions)
2875,2012,Q,Health Care and Social Assistance,d_10-19,Total income,1340,DOLLARS(millions)
2876,2012,Q,Health Care and Social Assistance,d_10-19,Total expenditure,1317,DOLLARS(millions)
2877,2012,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,23,DOLLARS(millions)
2878,2012,Q,Health Care and Social Assistance,d_10-19,Total assets,778,DOLLARS(millions)
2879,2012,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,306,DOLLARS(millions)
2880,2012,Q,Health Care and Social Assistance,e_20-49,Activity unit,633,COUNT
2881,2012,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,18429,COUNT
2882,2012,Q,Health Care and Social Assistance,e_20-49,Salaries and wages paid,686,DOLLARS(millions)
2883,2012,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",1512,DOLLARS(millions)
2884,2012,Q,Health Care and Social Assistance,e_20-49,Total income,1609,DOLLARS(millions)
2885,2012,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1459,DOLLARS(millions)
2886,2012,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,145,DOLLARS(millions)
2887,2012,Q,Health Care and Social Assistance,e_20-49,Total assets,1162,DOLLARS(millions)
2888,2012,Q,Health Care and Social Assistance,e_20-49,Fixed tangible assets,511,DOLLARS(millions)
2889,2012,Q,Health Care and Social Assistance,f_50-99,Activity unit,261,COUNT
2890,2012,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,18180,COUNT
2891,2012,Q,Health Care and Social Assistance,f_50-99,Salaries and wages paid,632,DOLLARS(millions)
2892,2012,Q,Health Care and Social Assistance,f_50-99,"Sales, government funding, grants and subsidies",1158,DOLLARS(millions)
2893,2012,Q,Health Care and Social Assistance,f_50-99,Total income,1238,DOLLARS(millions)
2894,2012,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1169,DOLLARS(millions)
2895,2012,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,58,DOLLARS(millions)
2896,2012,Q,Health Care and Social Assistance,f_50-99,Total assets,1777,DOLLARS(millions)
2897,2012,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,1010,DOLLARS(millions)
2898,2012,Q,Health Care and Social Assistance,g_100-199,Activity unit,102,COUNT
2899,2012,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,14055,COUNT
2900,2012,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,513,DOLLARS(millions)
2901,2012,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",1180,DOLLARS(millions)
2902,2012,Q,Health Care and Social Assistance,g_100-199,Total income,1278,DOLLARS(millions)
2903,2012,Q,Health Care and Social Assistance,g_100-199,Total expenditure,1103,DOLLARS(millions)
2904,2012,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,113,DOLLARS(millions)
2905,2012,Q,Health Care and Social Assistance,g_100-199,Total assets,2596,DOLLARS(millions)
2906,2012,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,976,DOLLARS(millions)
2907,2012,Q,Health Care and Social Assistance,h_200+,Activity unit,78,COUNT
2908,2012,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,53208,COUNT
2909,2012,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,1711,DOLLARS(millions)
2910,2012,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",2929,DOLLARS(millions)
2911,2012,Q,Health Care and Social Assistance,h_200+,Total income,3383,DOLLARS(millions)
2912,2012,Q,Health Care and Social Assistance,h_200+,Total expenditure,3007,DOLLARS(millions)
2913,2012,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,152,DOLLARS(millions)
2914,2012,Q,Health Care and Social Assistance,h_200+,Total assets,3673,DOLLARS(millions)
2915,2012,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,1564,DOLLARS(millions)
2916,2012,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,16599,COUNT
2917,2012,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,140268,COUNT
2918,2012,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,5341,DOLLARS(millions)
2919,2012,Q,Health Care and Social Assistance,i_Industry_Total,"Sales, government funding, grants and subsidies",12544,DOLLARS(millions)
2920,2012,Q,Health Care and Social Assistance,i_Industry_Total,Total income,13539,DOLLARS(millions)
2921,2012,Q,Health Care and Social Assistance,i_Industry_Total,Total expenditure,11648,DOLLARS(millions)
2922,2012,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1646,DOLLARS(millions)
2923,2012,Q,Health Care and Social Assistance,i_Industry_Total,Total assets,13349,DOLLARS(millions)
2924,2012,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,5485,DOLLARS(millions)
2925,2012,R,Arts and Recreation Services,a_0,Activity unit,5940,COUNT
2926,2012,R,Arts and Recreation Services,a_0,Rolling mean employees,0,COUNT
2927,2012,R,Arts and Recreation Services,a_0,Salaries and wages paid,84,DOLLARS(millions)
2928,2012,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",603,DOLLARS(millions)
2929,2012,R,Arts and Recreation Services,a_0,Total income,697,DOLLARS(millions)
2930,2012,R,Arts and Recreation Services,a_0,Total expenditure,616,DOLLARS(millions)
2931,2012,R,Arts and Recreation Services,a_0,Operating profit before tax,80,DOLLARS(millions)
2932,2012,R,Arts and Recreation Services,a_0,Total assets,1443,DOLLARS(millions)
2933,2012,R,Arts and Recreation Services,a_0,Fixed tangible assets,911,DOLLARS(millions)
2934,2012,R,Arts and Recreation Services,b_1-5,Activity unit,2370,COUNT
2935,2012,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4851,COUNT
2936,2012,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,135,DOLLARS(millions)
2937,2012,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",517,DOLLARS(millions)
2938,2012,R,Arts and Recreation Services,b_1-5,Total income,657,DOLLARS(millions)
2939,2012,R,Arts and Recreation Services,b_1-5,Total expenditure,621,DOLLARS(millions)
2940,2012,R,Arts and Recreation Services,b_1-5,Operating profit before tax,37,DOLLARS(millions)
2941,2012,R,Arts and Recreation Services,b_1-5,Total assets,1218,DOLLARS(millions)
2942,2012,R,Arts and Recreation Services,b_1-5,Fixed tangible assets,765,DOLLARS(millions)
2943,2012,R,Arts and Recreation Services,c_6-9,Activity unit,357,COUNT
2944,2012,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2595,COUNT
2945,2012,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,67,DOLLARS(millions)
2946,2012,R,Arts and Recreation Services,c_6-9,"Sales, government funding, grants and subsidies",230,DOLLARS(millions)
2947,2012,R,Arts and Recreation Services,c_6-9,Total income,271,DOLLARS(millions)
2948,2012,R,Arts and Recreation Services,c_6-9,Total expenditure,260,DOLLARS(millions)
2949,2012,R,Arts and Recreation Services,c_6-9,Operating profit before tax,7,DOLLARS(millions)
2950,2012,R,Arts and Recreation Services,c_6-9,Total assets,317,DOLLARS(millions)
2951,2012,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,221,DOLLARS(millions)
2952,2012,R,Arts and Recreation Services,d_10-19,Activity unit,363,COUNT
2953,2012,R,Arts and Recreation Services,d_10-19,Rolling mean employees,4857,COUNT
2954,2012,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,146,DOLLARS(millions)
2955,2012,R,Arts and Recreation Services,d_10-19,"Sales, government funding, grants and subsidies",337,DOLLARS(millions)
2956,2012,R,Arts and Recreation Services,d_10-19,Total income,493,DOLLARS(millions)
2957,2012,R,Arts and Recreation Services,d_10-19,Total expenditure,453,DOLLARS(millions)
2958,2012,R,Arts and Recreation Services,d_10-19,Operating profit before tax,2,DOLLARS(millions)
2959,2012,R,Arts and Recreation Services,d_10-19,Total assets,920,DOLLARS(millions)
2960,2012,R,Arts and Recreation Services,d_10-19,Fixed tangible assets,645,DOLLARS(millions)
2961,2012,R,Arts and Recreation Services,e_20-49,Activity unit,213,COUNT
2962,2012,R,Arts and Recreation Services,e_20-49,Rolling mean employees,6522,COUNT
2963,2012,R,Arts and Recreation Services,e_20-49,Salaries and wages paid,222,DOLLARS(millions)
2964,2012,R,Arts and Recreation Services,e_20-49,"Sales, government funding, grants and subsidies",963,DOLLARS(millions)
2965,2012,R,Arts and Recreation Services,e_20-49,Total income,1127,DOLLARS(millions)
2966,2012,R,Arts and Recreation Services,e_20-49,Total expenditure,942,DOLLARS(millions)
2967,2012,R,Arts and Recreation Services,e_20-49,Operating profit before tax,198,DOLLARS(millions)
2968,2012,R,Arts and Recreation Services,e_20-49,Total assets,1326,DOLLARS(millions)
2969,2012,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,983,DOLLARS(millions)
2970,2012,R,Arts and Recreation Services,f_50-99,Activity unit,42,COUNT
2971,2012,R,Arts and Recreation Services,f_50-99,Rolling mean employees,2811,COUNT
2972,2012,R,Arts and Recreation Services,f_50-99,Salaries and wages paid,75,DOLLARS(millions)
2973,2012,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2974,2012,R,Arts and Recreation Services,f_50-99,Total income,195,DOLLARS(millions)
2975,2012,R,Arts and Recreation Services,f_50-99,Total expenditure,193,DOLLARS(millions)
2976,2012,R,Arts and Recreation Services,f_50-99,Operating profit before tax,2,DOLLARS(millions)
2977,2012,R,Arts and Recreation Services,f_50-99,Total assets,318,DOLLARS(millions)
2978,2012,R,Arts and Recreation Services,f_50-99,Fixed tangible assets,229,DOLLARS(millions)
2979,2012,R,Arts and Recreation Services,g_100-199,Activity unit,21,COUNT
2980,2012,R,Arts and Recreation Services,g_100-199,Rolling mean employees,2487,COUNT
2981,2012,R,Arts and Recreation Services,g_100-199,Salaries and wages paid,72,DOLLARS(millions)
2982,2012,R,Arts and Recreation Services,g_100-199,"Sales, government funding, grants and subsidies",570,DOLLARS(millions)
2983,2012,R,Arts and Recreation Services,g_100-199,Total income,597,DOLLARS(millions)
2984,2012,R,Arts and Recreation Services,g_100-199,Total expenditure,393,DOLLARS(millions)
2985,2012,R,Arts and Recreation Services,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2986,2012,R,Arts and Recreation Services,g_100-199,Total assets,367,DOLLARS(millions)
2987,2012,R,Arts and Recreation Services,g_100-199,Fixed tangible assets,170,DOLLARS(millions)
2988,2012,R,Arts and Recreation Services,h_200+,Activity unit,12,COUNT
2989,2012,R,Arts and Recreation Services,h_200+,Rolling mean employees,10566,COUNT
2990,2012,R,Arts and Recreation Services,h_200+,Salaries and wages paid,308,DOLLARS(millions)
2991,2012,R,Arts and Recreation Services,h_200+,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2992,2012,R,Arts and Recreation Services,h_200+,Total income,2579,DOLLARS(millions)
2993,2012,R,Arts and Recreation Services,h_200+,Total expenditure,2249,DOLLARS(millions)
2994,2012,R,Arts and Recreation Services,h_200+,Operating profit before tax,C,DOLLARS(millions)
2995,2012,R,Arts and Recreation Services,h_200+,Total assets,2671,DOLLARS(millions)
2996,2012,R,Arts and Recreation Services,h_200+,Fixed tangible assets,2039,DOLLARS(millions)
2997,2012,R,Arts and Recreation Services,i_Industry_Total,Activity unit,9318,COUNT
2998,2012,R,Arts and Recreation Services,i_Industry_Total,Rolling mean employees,34686,COUNT
2999,2012,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1108,DOLLARS(millions)
3000,2012,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",5858,DOLLARS(millions)
3001,2012,R,Arts and Recreation Services,i_Industry_Total,Total income,6616,DOLLARS(millions)
3002,2012,R,Arts and Recreation Services,i_Industry_Total,Total expenditure,5727,DOLLARS(millions)
3003,2012,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,878,DOLLARS(millions)
3004,2012,R,Arts and Recreation Services,i_Industry_Total,Total assets,8581,DOLLARS(millions)
3005,2012,R,Arts and Recreation Services,i_Industry_Total,Fixed tangible assets,5962,DOLLARS(millions)
3006,2012,S,Other Services,a_0,Activity unit,7926,COUNT
3007,2012,S,Other Services,a_0,Rolling mean employees,0,COUNT
3008,2012,S,Other Services,a_0,Salaries and wages paid,119,DOLLARS(millions)
3009,2012,S,Other Services,a_0,"Sales, government funding, grants and subsidies",870,DOLLARS(millions)
3010,2012,S,Other Services,a_0,Total income,1070,DOLLARS(millions)
3011,2012,S,Other Services,a_0,Total expenditure,885,DOLLARS(millions)
3012,2012,S,Other Services,a_0,Operating profit before tax,180,DOLLARS(millions)
3013,2012,S,Other Services,a_0,Total assets,2035,DOLLARS(millions)
3014,2012,S,Other Services,a_0,Fixed tangible assets,761,DOLLARS(millions)
3015,2012,S,Other Services,b_1-5,Activity unit,8820,COUNT
3016,2012,S,Other Services,b_1-5,Rolling mean employees,19914,COUNT
3017,2012,S,Other Services,b_1-5,Salaries and wages paid,771,DOLLARS(millions)
3018,2012,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",2406,DOLLARS(millions)
3019,2012,S,Other Services,b_1-5,Total income,2539,DOLLARS(millions)
